Key 0,Key 1,Key 2,Key 3,Key 4,Key,Done,en,de,it,ru,es,fr,pt,pl,cs,th,hu
Campaign,Regular,The Forgotten Age,Scenario,Heart of the Elders,Campaign/Regular/The Forgotten Age/Scenario/Heart of the Elders,TRUE,Heart of the Elders,Das Herz der Älteren,Cuore degli Antichi,Сердце древних,El Corazón de los Ancianos,Les Coeur des Anciens,,,,,Vének szíve
Campaign,Regular,The Forgotten Age,Scenario,Heart of the Elders; Part 1,Campaign/Regular/The Forgotten Age/Scenario/Heart of the Elders; Part 1,,Heart of the Elders; Part 1,,,,,,,,,,
Campaign,Regular,The Forgotten Age,Scenario,Heart of the Elders; Part 2,Campaign/Regular/The Forgotten Age/Scenario/Heart of the Elders; Part 2,,Heart of the Elders; Part 2,,,,,,,,,,
Campaign,Regular,The Forgotten Age,Scenario,Shattered Aeons,Campaign/Regular/The Forgotten Age/Scenario/Shattered Aeons,TRUE,Shattered Aeons,Zestörte Zeitalter,Eoni Infranti,Расколотая вечность,Eones Destrozados,Paradoxes Temporels,,,,,Meghasadt korszakok
Campaign,Regular,The Forgotten Age,Scenario,The Boundary Beyond,Campaign/Regular/The Forgotten Age/Scenario/The Boundary Beyond,TRUE,The Boundary Beyond,Die jenseitige Grenze,Oltre i Confini,Потусторонний предел,El Límite del Otro Lado,Par-delà les Limites,,,,,A túlsó határ
Campaign,Regular,The Forgotten Age,Scenario,The City of Archives,Campaign/Regular/The Forgotten Age/Scenario/The City of Archives,TRUE,The City of Archives,Die Archivstadt,Città degli Archivi,Город архивов,La Ciudad de los Archivos,La Cité des Archives,,,,,A feljegyzések városa
Campaign,Regular,The Forgotten Age,Scenario,The Depths of Yoth,Campaign/Regular/The Forgotten Age/Scenario/The Depths of Yoth,TRUE,The Depths of Yoth,Die Tiefen von Yoth,Abissi di Yoth,Глубины Йота,Las Profundidades de Yoth,Les Profondeurs de Yoth,,,,,Yoth mélye
Campaign,Regular,The Forgotten Age,Scenario,The Doom of Eztli,Campaign/Regular/The Forgotten Age/Scenario/The Doom of Eztli,TRUE,The Doom of Eztli,Das Verderben von Eztli,La Maledizione di Eztli,Погибель Эцтли,La Perdición de Eztli,Le Fléau des Eztli,,,,,Eztli veszte
Campaign,Regular,The Forgotten Age,Scenario,The Untamed Wild,Campaign/Regular/The Forgotten Age/Scenario/The Untamed Wild,TRUE,The Untamed Wild,Die ungezähmte Wildnis,La Foresta Inviolata,Дремучие джунгли,Naturaleza Salvaje,La Contrée Sauvage,,,,,A háborítatlan vadon
Campaign,Regular,The Forgotten Age,Scenario,Threads of Fate,Campaign/Regular/The Forgotten Age/Scenario/Threads of Fate,TRUE,Threads of Fate,Fäden des Schicksals,Trame del Fato,Нити Судьбы,Los Hilos del Destino,Les Fils du Destin,,,,,A sors fonalai
Campaign,Regular,The Forgotten Age,Scenario,Turn Back Time,Campaign/Regular/The Forgotten Age/Scenario/Turn Back Time,TRUE,Turn Back Time,Die Zeit zurückdrehen,Indietro nel Tempo,Обратить время вспять,Vuelta Atrás en el Tiempo,Remonter le Temps,,,,,Az idő visszafordítása
Campaign,Regular,The Innsmouth Conspiracy,Encounter,Agents of Dagon,Campaign/Regular/The Innsmouth Conspiracy/Encounter/Agents of Dagon,TRUE,Agents of Dagon,Anhänger von Dagon,Agenti di Dagon,,Agentes de Dagón,Agents de Dagon,,Agenci Dagona,,,
Campaign,Regular,The Innsmouth Conspiracy,Encounter,Agents of Hydra,Campaign/Regular/The Innsmouth Conspiracy/Encounter/Agents of Hydra,TRUE,Agents of Hydra,Anhänger von Hydra,Agenti di Idra,,Agentes de Hidra,Agents d'Hydra,,Agenci Hydry,,,
Campaign,Regular,The Innsmouth Conspiracy,Encounter,Creatures of the Deep,Campaign/Regular/The Innsmouth Conspiracy/Encounter/Creatures of the Deep,TRUE,Creatures of the Deep,Kreaturen aus der Tiefe,Creature dagli Abissi,,Criaturas de las Profundidades,Créatures des Profondeurs,,Stworzenia z glebin,,,
Campaign,Regular,The Innsmouth Conspiracy,Encounter,Flooded Caverns,Campaign/Regular/The Innsmouth Conspiracy/Encounter/Flooded Caverns,TRUE,Flooded Caverns,Überflutete Höhlen,Grotte Allagate,,Cavernas Inundadas,Cavernes Innondées,,Zalane jaskinie,,,
Campaign,Regular,The Innsmouth Conspiracy,Encounter,Fog over Innsmouth,Campaign/Regular/The Innsmouth Conspiracy/Encounter/Fog over Innsmouth,TRUE,Fog over Innsmouth,Nebel über Innsmouth,Nebbia su Innsmouth,,Niebla sobre Innsmouth,Brouillard sur Innsmouth,,Mgla nad Innsmouth,,,
Campaign,Regular,The Innsmouth Conspiracy,Encounter,Malfunction,Campaign/Regular/The Innsmouth Conspiracy/Encounter/Malfunction,TRUE,Malfunction,Fehlfunktion,Guasto,,Avería,En Panne,,Usterka,,,
Campaign,Regular,The Innsmouth Conspiracy,Encounter,Rising Tide,Campaign/Regular/The Innsmouth Conspiracy/Encounter/Rising Tide,TRUE,Rising Tide,Steigende Flut,Alta Marea,,Marea Creciente,Marée Montante,,Przyplyw,,,
Campaign,Regular,The Innsmouth Conspiracy,Encounter,Shattered Memories,Campaign/Regular/The Innsmouth Conspiracy/Encounter/Shattered Memories,TRUE,Shattered Memories,Zerschlagene Erinnerungen,Ricordi Infranti,,Recuerdos Fragmentados,Souvenirs Fragmentés,,Zniszczone wspomniania,,,
Campaign,Regular,The Innsmouth Conspiracy,Encounter,Syzygy,Campaign/Regular/The Innsmouth Conspiracy/Encounter/Syzygy,TRUE,Syzygy,Syzygium,Sizigia,,Sicigia,Syzygie,,Koniunkcja,,,
Campaign,Regular,The Innsmouth Conspiracy,Encounter,The Locals,Campaign/Regular/The Innsmouth Conspiracy/Encounter/The Locals,TRUE,The Locals,Die Einheimischen,Autoctoni,,Los Lugareños,Les Autochtones,,Mieszkancy,,,
Campaign,Regular,The Innsmouth Conspiracy,Scenario,A Light in the Fog,Campaign/Regular/The Innsmouth Conspiracy/Scenario/A Light in the Fog,TRUE,A Light in the Fog,Ein Licht im Nebel,Una Luce nella Nebbia,,Una Luz en la Niebla,Une Lueur dans le Brouillard,,Swiatlo posrod mgiel,,,
Campaign,Regular,The Innsmouth Conspiracy,Scenario,Devil Reef,Campaign/Regular/The Innsmouth Conspiracy/Scenario/Devil Reef,TRUE,Devil Reef,Das Teufelsriff,Lo Scoglio del Diavolo,,Arrecife del Diablo,Le Récif du Diable,,Diabelska rafa,,,
Campaign,Regular,The Innsmouth Conspiracy,Scenario,Horror in High Gear,Campaign/Regular/The Innsmouth Conspiracy/Scenario/Horror in High Gear,TRUE,Horror in High Gear,Der reinste Schrecken,Orrore ad Alta Velocità,,Horror a toda Máquina,Horreur à Toute Vitesse,,Na wysokich obrotach,,,
Campaign,Regular,The Innsmouth Conspiracy,Scenario,In Too Deep,Campaign/Regular/The Innsmouth Conspiracy/Scenario/In Too Deep,TRUE,In Too Deep,Zu tief drin,Con l'Acqua alla Gola,,Hasta el Cuello,Mouillés Jusqu'au Cou,,Zbyt gleboko,,,
Campaign,Regular,The Innsmouth Conspiracy,Scenario,Into the Maelstrom,Campaign/Regular/The Innsmouth Conspiracy/Scenario/Into the Maelstrom,TRUE,Into the Maelstrom,In den Mahlstrom hinein,Nel Maelstrom,,Hacia el Remolino,Dans le Maelström,,W glab wiru,,,
Campaign,Regular,The Innsmouth Conspiracy,Scenario,The Lair of Dagon,Campaign/Regular/The Innsmouth Conspiracy/Scenario/The Lair of Dagon,TRUE,The Lair of Dagon,In Dagons Reich,Il Covo di Dagon,,La Guarida de Dagón,La Tanière de Dagon,,Leze Dagona,,,
Campaign,Regular,The Innsmouth Conspiracy,Scenario,The Pit of Despair,Campaign/Regular/The Innsmouth Conspiracy/Scenario/The Pit of Despair,TRUE,The Pit of Despair,Die Grotte der Verzweifelung,La Grotta della Disperazione,,El Pozo de la Desesperación,Le Gouffre du Désespoir,,Jama rozpaczy,,,
Campaign,Regular,The Innsmouth Conspiracy,Scenario,The Vanishing of Elina Harper,Campaign/Regular/The Innsmouth Conspiracy/Scenario/The Vanishing of Elina Harper,TRUE,The Vanishing of Elina Harper,Das Verschwinden der Elina Harper,La Scomparsa di Elina Harper,,La Desaparición de Elina Harper,La Disparition d'Elina Harper,,Znikniecie Eliny Harper,,,
Campaign,Regular,The Path to Carcosa,Encounter,Byakhee,Campaign/Regular/The Path to Carcosa/Encounter/Byakhee,TRUE,Byakhee,Byakhee,Byakhee,Бьякхи,Byakhee,Les Byakhees,Byakhee,,,,Byakhee
Campaign,Regular,The Path to Carcosa,Encounter,Cult of the Yellow Sign,Campaign/Regular/The Path to Carcosa/Encounter/Cult of the Yellow Sign,TRUE,Cult of the Yellow Sign,Kult des gelben Zeichens,Culto del Segno Giallo,Культ Жёлтого знака,Secta del Signo Amarillo,Le Culte du Signe Jaune,Culto do Símbolo Amarelo,,,,A Sárga Jel kultusza
Campaign,Regular,The Path to Carcosa,Encounter,Decay & Filth,Campaign/Regular/The Path to Carcosa/Encounter/Decay & Filth,TRUE,Decay & Filth,Verfall und Schmutz,Melma e Putrefazione,Грязь и упадок,Podredumbre e Impurezas,Souillures et Immondices,Decadência e Imundice,,,,Romlás és szenny
Campaign,Regular,The Path to Carcosa,Encounter,Delusions,Campaign/Regular/The Path to Carcosa/Encounter/Delusions,TRUE,Delusions,Wahnvorstellungen,Delirio,Галлюцинации,Delirios,Hallucinations,Delírios,,,,Tévképzetek
Campaign,Regular,The Path to Carcosa,Encounter,Evil Portents,Campaign/Regular/The Path to Carcosa/Encounter/Evil Portents,TRUE,Evil Portents,Böse Vorzeichen,Presagi Maligni,Дурные предзнаменования,Portentos Malignos,Présages Funestes,Presságios Malignos,,,,Rossz előjelek
Campaign,Regular,The Path to Carcosa,Encounter,Hastur's Gift,Campaign/Regular/The Path to Carcosa/Encounter/Hastur's Gift,TRUE,Hastur's Gift,Hasturs Gabe,Dono di Hastur,Дар Хастура,El Regalo de Hastur,Le Présent d'Hastur,A Dádiva de Hastur,,,,Hastur ajándéka
Campaign,Regular,The Path to Carcosa,Encounter,Hauntings,Campaign/Regular/The Path to Carcosa/Encounter/Hauntings,TRUE,Hauntings,Heimsuchungen,Infestazioni,Призраки,Apariciones,Hantises,Assombrações,,,,Kísértetek
Campaign,Regular,The Path to Carcosa,Encounter,Inhabitants of Carcosa,Campaign/Regular/The Path to Carcosa/Encounter/Inhabitants of Carcosa,TRUE,Inhabitants of Carcosa,Bewohner von Carcosa,Cittadini di Carcosa,Обитатели Каркозы,Habitantes de Carcosa,Les Habitants de Carcosa,Habitantes de Carcosa,,,,Carcosa lakói
Campaign,Regular,The Path to Carcosa,Encounter,The Flood Below,Campaign/Regular/The Path to Carcosa/Encounter/The Flood Below,TRUE,The Flood Below,Die Flut darunter,Inondazione in Terra,Морской потоп,La Inundación de Abajo,Le Phénomène au Dessous,A Enchente Abaixo,,,,A lenti áradat
Campaign,Regular,The Path to Carcosa,Encounter,The Stranger,Campaign/Regular/The Path to Carcosa/Encounter/The Stranger,TRUE,The Stranger,Der Fremde,Lo Straniero,Незнакомец,El Extranjero,L'Etranger,O Estranho,,,,Az Idegen
Campaign,Regular,The Path to Carcosa,Encounter,The Vortex Above,Campaign/Regular/The Path to Carcosa/Encounter/The Vortex Above,TRUE,The Vortex Above,Der Wirbel am Himmel,Vortice in Cielo,Вихрь в небе,El Vórtice de Arriba,Le Phénomène au Dessus,O Vórtice Acima,,,,A fenti forgatag
Campaign,Regular,The Path to Carcosa,Scenario,A Phantom of Truth,Campaign/Regular/The Path to Carcosa/Scenario/A Phantom of Truth,TRUE,A Phantom of Truth,Das Phantom der Wahrheit,Lo Spettro della Verità,Призрак Истины,El Fantasma de la Verdad,Le Spectre de la Vérité,Um Fantasma da Verdade,,,,Az Igazság Szelleme
Campaign,Regular,The Path to Carcosa,Scenario,Black Stars Rise,Campaign/Regular/The Path to Carcosa/Scenario/Black Stars Rise,TRUE,Black Stars Rise,Die schwarzen Sterne gehen auf,L’Ascesa delle Stelle Nere,Восход чёрных звёзд,Surgen Estrellas Negras,Sous les Etoiles Noires,Ascensão das Estrelas Sombrias,,,,Fekete csillagok kélnek
Campaign,Regular,The Path to Carcosa,Scenario,Curtain Call,Campaign/Regular/The Path to Carcosa/Scenario/Curtain Call,TRUE,Curtain Call,Ruf vor den Vorhang,Cala il Sipario,Дайте занавес,Se Cierra el Telón,Baisser de Rideau,Fecham-se as Cortinas,,,,Vastaps
Campaign,Regular,The Path to Carcosa,Scenario,Dim Carcosa,Campaign/Regular/The Path to Carcosa/Scenario/Dim Carcosa,TRUE,Dim Carcosa,Finsteres Carcosa,La Cupa Carcosa,Туманная Каркоза,Penumbrosa Carcosa,La Pâle Carcosa,Sombria Carcosa,,,,Bús Carcosa
Campaign,Regular,The Path to Carcosa,Scenario,Echoes of the Past,Campaign/Regular/The Path to Carcosa/Scenario/Echoes of the Past,TRUE,Echoes of the Past,Widerhall aus der Vergangenheit,Echi del Passato,Отголоски прошлого,Ecos del Pasado,Les Echos du Passé,Ecos do Passado,,,,A múlt visszhangjai
Campaign,Regular,The Path to Carcosa,Scenario,The Last King,Campaign/Regular/The Path to Carcosa/Scenario/The Last King,TRUE,The Last King,Der letzte König,L’Ultimo Re,Последний король,El Último Rey,Le Dernier Roi,O Último Rei,,,,Az Utolsó Király
Campaign,Regular,The Path to Carcosa,Scenario,The Pallid Mask,Campaign/Regular/The Path to Carcosa/Scenario/The Pallid Mask,TRUE,The Pallid Mask,Die bleiche Maske,La Maschera Pallida,Бледная маска,La Máscara Pálida,Le Masque Blème,A Máscara Pálida,,,,A Sápadt Maszk
Campaign,Regular,The Path to Carcosa,Scenario,The Unspeakable Oath,Campaign/Regular/The Path to Carcosa/Scenario/The Unspeakable Oath,TRUE,The Unspeakable Oath,Der unaussprechliche Eid,Il Giuramento Impronunciabile,Невыразимая клятва,El Juramento Inconfesable,Le Serment Indicible,O Juramento Indizível,,,,A kimondhatatlan eskü
Campaign,Regular,The Scarlet Keys,Encounter,Agents of the Outside,Campaign/Regular/The Scarlet Keys/Encounter/Agents of the Outside,TRUE,Agents of the Outside,Anhänger des Äußeren,,,Agentes del Exterior,Agents de l'Ailleurs,,,,,
Campaign,Regular,The Scarlet Keys,Encounter,Agents of Yuggoth,Campaign/Regular/The Scarlet Keys/Encounter/Agents of Yuggoth,TRUE,Agents of Yuggoth,Anhänger von Yuggoth,,,Agentes de Yuggoth,Agents de Yuggoth,,,,,
Campaign,Regular,The Scarlet Keys,Encounter,Beyond the Beyond,Campaign/Regular/The Scarlet Keys/Encounter/Beyond the Beyond,TRUE,Beyond the Beyond,Jenseits des Jenseitigen,,,Más Allá del Más Allá,Par Delà l'Au-Delà,,,,,
Campaign,Regular,The Scarlet Keys,Encounter,Cleanup Crew,Campaign/Regular/The Scarlet Keys/Encounter/Cleanup Crew,TRUE,Cleanup Crew,Die Putzkolonne,,,Equipo de Limpieza,Équipe de Nettoyage,,,,,
Campaign,Regular,The Scarlet Keys,Encounter,Crimson Conspiracy,Campaign/Regular/The Scarlet Keys/Encounter/Crimson Conspiracy,TRUE,Crimson Conspiracy,Purpurrote Verschwörung,,,Conspiración Carmesí,Conspiration Carmine,,,,,
Campaign,Regular,The Scarlet Keys,Encounter,Dark Veiling,Campaign/Regular/The Scarlet Keys/Encounter/Dark Veiling,TRUE,Dark Veiling,Dunkler Schleier,,,Ocultación Oculta,Sombre Dissimulation,,,,,
Campaign,Regular,The Scarlet Keys,Encounter,Globetrotting,Campaign/Regular/The Scarlet Keys/Encounter/Globetrotting,TRUE,Globetrotting,Auf Weltreise,,,Trotamundos,Autour du Globe,,,,,
Campaign,Regular,The Scarlet Keys,Encounter,Mysteries Abound,Campaign/Regular/The Scarlet Keys/Encounter/Mysteries Abound,TRUE,Mysteries Abound,Mysterien in Hülle und Fülle,,,Profundos Misterios,Toujours Plus de Mystères,,,,,
Campaign,Regular,The Scarlet Keys,Encounter,Outsiders,Campaign/Regular/The Scarlet Keys/Encounter/Outsiders,TRUE,Outsiders,Außenseiter,,,Seres del Exterior,Ceux d'Ailleurs,,,,,
Campaign,Regular,The Scarlet Keys,Encounter,Red Coterie,Campaign/Regular/The Scarlet Keys/Encounter/Red Coterie,TRUE,Red Coterie,Die Rote Coterie,,,Camarilla Roja,Coterie Rouge,,,,,
Campaign,Regular,The Scarlet Keys,Encounter,Scarlet Sorcery,Campaign/Regular/The Scarlet Keys/Encounter/Scarlet Sorcery,TRUE,Scarlet Sorcery,Scharlachrote Zauberei,,,Brujería Escarlata,Sorcellerie Écarlate,,,,,
Campaign,Regular,The Scarlet Keys,Encounter,Secret War,Campaign/Regular/The Scarlet Keys/Encounter/Secret War,TRUE,Secret War,Verborgener Krieg,,,Guerra Secreta,Guerre Secrète,,,,,
Campaign,Regular,The Scarlet Keys,Encounter,Shadow of a Doubt,Campaign/Regular/The Scarlet Keys/Encounter/Shadow of a Doubt,TRUE,Shadow of a Doubt,Zweifelhaft,,,La Sombra de la Duda,L'Ombre d'un Doute,,,,,
Campaign,Regular,The Scarlet Keys,Encounter,Spatial Anomaly,Campaign/Regular/The Scarlet Keys/Encounter/Spatial Anomaly,TRUE,Spatial Anomaly,Räumliche Anomalie,,,Anomalía Espacial,Anomalie Spatiale,,,,,
Campaign,Regular,The Scarlet Keys,Encounter,Spreading Corruption,Campaign/Regular/The Scarlet Keys/Encounter/Spreading Corruption,TRUE,Spreading Corruption,Verbreitung der Verderbnis,,,Propagando la Corrumpción,Corruption Rampante,,,,,
Campaign,Regular,The Scarlet Keys,Encounter,Strange Happenings,Campaign/Regular/The Scarlet Keys/Encounter/Strange Happenings,TRUE,Strange Happenings,Seltsame Begebenheiten,,,Acontecimientos Extraños,Étranges Évènements,,,,,
Campaign,Regular,The Scarlet Keys,Scenario,Congress of the Keys,Campaign/Regular/The Scarlet Keys/Scenario/Congress of the Keys,TRUE,Congress of the Keys,Zusammenkunft der Schlüssel,,,El Congreso de las Llaves,Congrès des Clefs,,,,,
Campaign,Regular,The Scarlet Keys,Scenario,Dancing Mad,Campaign/Regular/The Scarlet Keys/Scenario/Dancing Mad,TRUE,Dancing Mad,Wilder Tanz,,,Bailar como Locos,Danse Macabre,,,,,
Campaign,Regular,The Scarlet Keys,Scenario,Dead Heat,Campaign/Regular/The Scarlet Keys/Scenario/Dead Heat,TRUE,Dead Heat,Tödliche Hitze,,,Calor Muerto,Chaleur Mortelle,,,,,
Campaign,Regular,The Scarlet Keys,Scenario,Dealings in the Dark,Campaign/Regular/The Scarlet Keys/Scenario/Dealings in the Dark,TRUE,Dealings in the Dark,Dujkle Machenschaften,,,Tratos en la Oscuridad,Transactions Nocturnes,,,,,
Campaign,Regular,The Scarlet Keys,Scenario,Dogs of War,Campaign/Regular/The Scarlet Keys/Scenario/Dogs of War,TRUE,Dogs of War,Hunde des Krieges,,,Perros de Guerra,Chiens de Guerre,,,,,
Campaign,Regular,The Scarlet Keys,Scenario,On Thin Ice,Campaign/Regular/The Scarlet Keys/Scenario/On Thin Ice,TRUE,On Thin Ice,Auf dünnem Eis,,,Sobre Hielo Peligroso,Terrain Glissant,,,,,
Campaign,Regular,The Scarlet Keys,Scenario,Riddles and Rain,Campaign/Regular/The Scarlet Keys/Scenario/Riddles and Rain,TRUE,Riddles and Rain,Rätsel im Regen,,,Acertijos y Lluvia,La Pluie et les Énigmes,,,,,
Campaign,Regular,The Scarlet Keys,Scenario,Sanguine Shadows,Campaign/Regular/The Scarlet Keys/Scenario/Sanguine Shadows,TRUE,Sanguine Shadows,Blutrote Schatten,,,Sombras Sanguinas,Ombres Rouge Sang,,,,,
Campaign,Regular,The Scarlet Keys,Scenario,Shades of Suffering,Campaign/Regular/The Scarlet Keys/Scenario/Shades of Suffering,TRUE,Shades of Suffering,Schattierungen des Leidens,,,Sombras de Sufrimiento,L'ombre de la Souffrance,,,,,
Campaign,Regular,The Scarlet Keys,Scenario,Without a Trace,Campaign/Regular/The Scarlet Keys/Scenario/Without a Trace,TRUE,Without a Trace,Spurlos,,,Sin Rastro,Sans La Moindre Trace,,,,,
Campaign,Return To,Night of the Zealot,Encounter,Cult of Umôrdhoth (new),Campaign/Return To/Night of the Zealot/Encounter/Cult of Umôrdhoth (new),TRUE,Cult of Umôrdhoth (new),Kult von Umôrdhoth (neu),Culto di Umôrdhoth (nuovo),Культ Умордхота. Возвращение,Secta de Umôrdhoth (nuevo),Culte d'Umôrdhoth,,,,,
Campaign,Return To,Night of the Zealot,Encounter,Ghouls of Umôrdhoth,Campaign/Return To/Night of the Zealot/Encounter/Ghouls of Umôrdhoth,TRUE,Ghouls of Umôrdhoth,Ghule von Umôdhoth,Ghoul di Umôrdhoth,Упыри Умордхота,Gules de Umôrdhoth,Les Goules d'Umôrdhoth,,,,,
Campaign,Return To,Night of the Zealot,Encounter,The Devourer's Cult,Campaign/Return To/Night of the Zealot/Encounter/The Devourer's Cult,TRUE,The Devourer's Cult,Der Kult des Verschlingers,Culto del Divoratore,Культ Пожирателя,Secta del Devorador,Le Culte du Dévoreur,,,,,
Campaign,Return To,Night of the Zealot,Scenario,Return to The Devourer Below,Campaign/Return To/Night of the Zealot/Scenario/Return to The Devourer Below,TRUE,Return to The Devourer Below,Rückkehr zu: Der Verschlinger aus der Tiefe,Ritorno a... Il Divoratore Sotterraneo,Пожиратель из глубин. Возвращение,Regreso a El Devorador de las Profundidades,Renouveau - Le Dévoreur du Dessous,,,,,
Campaign,Return To,Night of the Zealot,Scenario,Return to The Gathering,Campaign/Return To/Night of the Zealot/Scenario/Return to The Gathering,TRUE,Return to The Gathering,Rückkehr zu: Die Zusammenkunft,Ritorno a... L'Adunanza,Встреча. Возвращение,Regreso a El Encuentro,Renouveau - Le Rassemblement,,,Návrat ke Shromáždění,,
Campaign,Return To,Night of the Zealot,Scenario,Return to The Midnight Masks,Campaign/Return To/Night of the Zealot/Scenario/Return to The Midnight Masks,TRUE,Return to The Midnight Masks,Rückkehr zu: Die Mitternachtsmasken,Ritorno a... Le Maschere di Mezzanotte,Полуночные маски. Возвращение,Regreso a Las Máscaras de Medianoche,Renouveau - Les Masques de Minuit,,,Návrat k Půlnočním maskám,,
Campaign,Return To,The Circle Undone,Encounter,Bloodthirsty Spirits,Campaign/Return To/The Circle Undone/Encounter/Bloodthirsty Spirits,TRUE,Bloodthirsty Spirits,Blutrünstige Geister,,,Espíritus Sedientos de Sangre,Esprits Assoiffés de Sang,,,,,
Campaign,Return To,The Circle Undone,Encounter,Chilling Mists,Campaign/Return To/The Circle Undone/Encounter/Chilling Mists,TRUE,Chilling Mists,Kalte Nebel,,,Nieblas Heladoras,Un Froid Brumeux,,,,,
Campaign,Return To,The Circle Undone,Encounter,City of the Damned,Campaign/Return To/The Circle Undone/Encounter/City of the Damned,TRUE,City of the Damned,Stadt der Verdammten,,,Ciudad de los Malditos,Cité des Damnés,,,,,
Campaign,Return To,The Circle Undone,Encounter,Hexcraft,Campaign/Return To/The Circle Undone/Encounter/Hexcraft,TRUE,Hexcraft,Hexenwerk,,,Hechicería,Sorcellerie Occulte,,,,,
Campaign,Return To,The Circle Undone,Encounter,Impending Evils,Campaign/Return To/The Circle Undone/Encounter/Impending Evils,TRUE,Impending Evils,Dräuendes Böses,,,Males Inminentes,Fléaux Imminents,,,,,
Campaign,Return To,The Circle Undone,Encounter,Unspeakable Fate,Campaign/Return To/The Circle Undone/Encounter/Unspeakable Fate,TRUE,Unspeakable Fate,Unsägliches Schicksal,,,Destino Innombrable,Destin Indicible,,,,,
Campaign,Return To,The Circle Undone,Encounter,Unstable Realm,Campaign/Return To/The Circle Undone/Encounter/Unstable Realm,TRUE,Unstable Realm,Unbeständiges Reich,,,El Reino Inestable,Royaume Instable,,,,,
Campaign,Return To,The Circle Undone,Scenario,Return to At Death's Doorstep,Campaign/Return To/The Circle Undone/Scenario/Return to At Death's Doorstep,TRUE,Return to At Death's Doorstep,Rückkehr zu: Auf der Schwelle des Todes,,,Regreso a A las Puertas de la Muerte,Renouveau - Aux Portes de la Mort,,,,,
Campaign,Return To,The Circle Undone,Scenario,Return to Before the Black Throne,Campaign/Return To/The Circle Undone/Scenario/Return to Before the Black Throne,TRUE,Return to Before the Black Throne,Rückkehr zu: Vor dem Schwarzen Thron,,,Regreso a Ante el Trono Negro,"Renouveau - Devant le Trône Noir,",,,,,
Campaign,Return To,The Circle Undone,Scenario,Return to Disappearance at the Twilight Estate,Campaign/Return To/The Circle Undone/Scenario/Return to Disappearance at the Twilight Estate,TRUE,Return to Disappearance at the Twilight Estate,Rückkehr zu: Die Vermissten vom Anwesen der Dämmerung,,,Regreso a Desaparición en la Finca del Crespúsculo,Renouveau - Disparition dans la Demeure du Crépuscule,,,,,
Campaign,Return To,The Circle Undone,Scenario,Return to For the Greater Good,Campaign/Return To/The Circle Undone/Scenario/Return to For the Greater Good,TRUE,Return to For the Greater Good,Rückkehr zu: Für das große Ganze,,,Regreso a Por el Bien Común,Renouveau - Pour le Bien Commun,,,,,
Campaign,Return To,The Circle Undone,Scenario,Return to In the Clutches of Chaos,Campaign/Return To/The Circle Undone/Scenario/Return to In the Clutches of Chaos,TRUE,Return to In the Clutches of Chaos,Rückkehr zu: In den Fängen des Chaos,,,Regreso a En las Garras del Caos,Renouveau - Dans les Griffes du Chaos,,,,,
Campaign,Return To,The Circle Undone,Scenario,Return to The Secret Name,Campaign/Return To/The Circle Undone/Scenario/Return to The Secret Name,TRUE,Return to The Secret Name,Rückkehr zu: Der geheime Name,,,Regreso a El Nombre Secreto,Renouveau - Le Nom Secret,,,,,
Campaign,Return To,The Circle Undone,Scenario,Return to The Wages of Sin,Campaign/Return To/The Circle Undone/Scenario/Return to The Wages of Sin,TRUE,Return to The Wages of Sin,Rückkehr zu: Der Sünde Lohn,,,Regreso a La Paga del Pecado,Renouveau - Le Salaire du Péché,,,,,
Campaign,Return To,The Circle Undone,Scenario,Return to The Witching Hour,Campaign/Return To/The Circle Undone/Scenario/Return to The Witching Hour,TRUE,Return to The Witching Hour,Rückkehr zu: Hexenstunde,,,Regreso a La Hora de la Bruja,Renouveau - L'Heure des Sorcières,,,,,
Campaign,Return To,The Circle Undone,Scenario,Return to Union and Disillusion,Campaign/Return To/The Circle Undone/Scenario/Return to Union and Disillusion,TRUE,Return to Union and Disillusion,Rückkehr zu: Einheit und Ernüchterung,,,Regreso a Unión y Desilusión,Renouveau - Union et Désillusion,,,,,
Campaign,Return To,The Dunwich Legacy,Encounter,Beyond the Threshold,Campaign/Return To/The Dunwich Legacy/Encounter/Beyond the Threshold,TRUE,Beyond the Threshold,Jenseits der Schwelle,,,Más allá del umbral,Au-Delà du Seuil,,,,,
Campaign,Return To,The Dunwich Legacy,Encounter,Creeping Cold,Campaign/Return To/The Dunwich Legacy/Encounter/Creeping Cold,TRUE,Creeping Cold,Schleichende Kälte,,,Frío insidioso,Un Froid Insidieux,,,,,
Campaign,Return To,The Dunwich Legacy,Encounter,Erratic Fear,Campaign/Return To/The Dunwich Legacy/Encounter/Erratic Fear,TRUE,Erratic Fear,Unstete Angst,,,Miedo errático,Peur Erratique,,,,,
Campaign,Return To,The Dunwich Legacy,Encounter,Resurgent Evils,Campaign/Return To/The Dunwich Legacy/Encounter/Resurgent Evils,TRUE,Resurgent Evils,Wiedererwachtes Böses,,,Males renacientes,Fléaux Résurgents,,,,,
Campaign,Return To,The Dunwich Legacy,Encounter,Secret Doors,Campaign/Return To/The Dunwich Legacy/Encounter/Secret Doors,TRUE,Secret Doors,Geheime Türen,,,Puertas secretas,Portes Secrètes,,,,,
